Claim Text  Veracity  Category  Published Date
Target is offering free credit monitoring service to customers who may have been affected by its credit card security breach.	TRUE	Business	2015-01-22
Nabisco is producing Red Velvet Oreos for Valentine’s Day 2015.	TRUE	Fauxtography	2015-01-20
Florida woman Jasmine Tridevil underwent surgery to add a third breast.	FALSE	Fauxtography	2015-01-21
Convicted Boston Marathon bomber Djokhar Tsarnaev  was badly beaten in prison.	False	Media Matters	2015-01-18
Some people have eschewed retirement homes in favor of living on cruise ships.	TRUE	Travel	2015-01-20
The IOC has announced 3-on-3 basketball will be an official sport at the 2016 Olympics.	FALSE	Media Matters	2015-01-21
A neo-Nazi woman gave birth to a black baby after being inseminated by the wrong sperm donor.	FALSE	Media Matters	2015-01-21
Green Bay tight end Brandon Bostick was shot by a disgruntled Packers fan.	FALSE	Media Matters	2015-01-21
A historian recently discovered an eyewitness account of Jesus’ performing a miracle.	FALSE	Media Matters	2015-01-21
A significant and growing number of college students support "post-birth abortions," extending to children as old as four or five.	False	Sexuality	2014-10-30
A number of localities in the United States, France, and Britain are considered Muslim "no-go zones" (operating under Sharia Law) where local laws are not applicable.	False	Politics	2015-03-30
Photograph shows a truck in Texas bearing an anti-Obama decal.	TRUE	Fauxtography	2015-01-22
Photograph shows Barack Obama without his hand over his heart while the U.S. national anthem is being played.	True	Politics	2007-10-27
A phony carpark attendant collected parking fees outside the Bristol Zoo for over twenty years.	False	Crime	2009-06-13
A sheriff attributed a suspect’s being shot 68 times to “that’s all  the bullets we had.”	TRUE	Crime	2015-01-19
A newborn child declared dead revived after being placed on his mother's chest.	True	Medical	2013-06-06
Image shows a risqué shadow sneaked into a scene from	FALSE	Disney	2015-01-15
The domain Itanimulli.com (“Illuminati” spelled backwards) points to the web site of the	TRUE	Uncategorized	2015-01-15
Michele Bachmann said Martin Luther King would still be alive today if black people were allowed to own guns in the 1960s.	False	Media Matters	2015-01-20
It is illegal in the U.S. to carry $10,000 or more in cash.	FALSE	Business	2015-01-15
Nike captured an amazing photo of the coin toss before the 2015 College Football Playoff championship game.	FALSE	Fauxtography	2015-01-16
Terrorists have acquired a large number of "missing" UPS uniforms.	False	September 11th	2003-03-02
Photograph shows John F. Kennedy and Marilyn Monroe sharing an intimate moment.	False	Fauxtography	2010-02-22
Chipotle has stopped offering pork at its restaurants in order to appease Muslim customers.	FALSE	Business	2015-01-15
Congress has approved a program to provide welfare recipients with free cars and a monthly stipend for gas.	FALSE	Media Matters	2015-01-21
The FDA has found cocaine in thousands of Capri Sun drinks.	FALSE	Media Matters	2015-01-14
An Alabama middle school sent a letter to parents requesting canned goods to be used for defense against intruders.	True	Fauxtography	2015-01-14
Photographs show a USAF airman marshaling a jet in a non-standard, revealing outfit.	True	Fauxtography	2007-06-27
Actress Jamie Lee Curtis acknowledged in an interview that she was born with both male and female sex organs.	False	Entertainment	2001-04-06
Experiment proves water that has been boiled in a microwave oven is harmful to plants.	FALSE	Uncategorized	2015-01-13
Discount chain threatens to bar a family from shopping at one of their stores due to the husband’s pranking.	FALSE	Humor	2015-01-12
The consumption of poppy seeds used on bagels and muffins can produce positive results on drug screening tests.	True	Medical	2003-08-05
Photograph shows sharks swimming at the bottom of an escalator after the collapse of a shark tank.	FALSE	Fauxtography	2015-01-12
Crocodile bile is a deadly poison.	FALSE	Food	2015-01-13
Action star Liam Neeson is a gun control advocate.	TRUE	Guns	2015-01-14
Video clip shows a car with color-changing “paramagnetic paint.”	FALSE	Fauxtography	2015-01-13
Sarah Palin confused the French satirical magazine	FALSE	Media Matters	2015-01-13
Photograph shows a UFO discovered at the bottom of the Baltic Sea.	FALSE	Fauxtography	2015-01-10
Photographs show a Ford Mustang ad campaign utilizing semi-transparent billboards.	FALSE	Fauxtography	2015-01-10
Photograph shows two people hanging a banner that reads “#BlackLivesMatter: But only when they’re killed by cops. Killed by each other? Not so much.”	FALSE	Fauxtography	2015-01-10
A woman sued her ex-boyfriend for surreptitiously tattooing a pile of excrement on her back.	FALSE	Fauxtography	2015-01-12
Albert Einstein switches places with his chauffeur for a speaking engagement, then fields a question directed to the man the audience thought was him.	FALSE	Humor	2015-01-10
McDonald’s is discontinuing the Big Mac, apple pies, and large size menu items.	FALSE	Media Matters	2015-01-11
The word 'picnic' originated with crowds gathering to witness lynchings.	False	Language	2017-01-21
A motorcycle enthusiast buys an old machine, then discovers the bike once belonged to Elvis Presley and sells it for millions of dollars.	FALSE	Automobiles	2015-01-08
Winston Churchill wrote about the “dreadful curses of Mohammedanism” in his 1899 book	TRUE	Quotes	2015-01-09
Atheists are trying to ban the Carrie Underwood song “Something in the Water.”	FALSE	Entertainment	2015-01-12
An illustration created in response to the	FALSE	Uncategorized	2015-01-09
A ghost ship filled with Ebola-ridden rats is heading towards Florida.	FALSE	Media Matters	2015-01-09
U.S. General John J. Pershing effectively discouraged Muslim terrorists in the Philippines by killing them and burying their bodies along with those of pigs.	False	Military	2001-10-31
Illegal loggers in the Amazon rainforest accidentally cut down the world’s oldest tree.	FALSE	Media Matters	2015-01-07
NFL referee Pete Morelli quit after being paid $500,000 for his officiating at 2014 Cowboys-Lions playoff game.	FALSE	Media Matters	2015-01-07
	FALSE	Inboxer Rebellion	2015-01-07
President Obama wore an “I Can’t Breathe” shirt to the Congressional swearing-in ceremony.	FALSE	Media Matters	2015-01-08
Jaden Smith claims God told him to start a clothing line called 666.	FALSE	Media Matters	2015-01-08
Senator Dianne Feinstein said that “All vets are mentally ill and the government should prevent them from owning firearms.”	FALSE	Guns	2015-01-05
The U.S. government has announced plans to track homeless persons by implanting them with RFID chips.	FALSE	Media Matters	2015-01-06
A photograph captures a young Barack Obama as a Black Panther party member.	False	Politicians	2009-09-16
A photograph shows a group of black brunch protesters at a KFC in	FALSE	Fauxtography	2015-01-06
Sarah Palin wrote on her website affirmative action, athletic scholarships, and food stamps result in “black privilege.”	FALSE	Media Matters	2015-01-06
A 2-year-old boy who shot and killed his mother in a Walmart is going to be tried as an adult.	FALSE	Media Matters	2015-01-06
Fox News mistakenly used a photo of	FALSE	Media Matters	2015-01-06
Burger King created a fake ‘discontinued’ sandwich from the 1970s for nostalgia purposes.	FALSE	Business	2015-01-06
Val Kilmer will star as Tony Soprano in a remake of the hit HBO show	FALSE	Media Matters	2015-01-02
The FBI raided and dismantled a pig brothel in Missouri.	FALSE	Media Matters	2015-01-04
Singer DMX was arrested in 2014 for running a dogfighting ring.	FALSE	Media Matters	2014-12-30
Facebook has announced it will be turning over user data to the FBI, CIA, and NSA.	FALSE	Computers	2015-01-05
	TRUE	Media Matters	2015-01-02
For five years,	TRUE	Language	2015-01-05
New Year's is the day of the year on which the greatest number of people are killed in automobile accidents.	False	Automobiles	2008-12-31
The iconic founder of the Playboy empire has died at age 91	True	Media Matters	2017-09-27
Gang members are painting their gun barrels orange so police will be hesitant to shoot at them.	FALSE	Media Matters	2014-12-30
A photograph shows a musher riding over snowless terrain during the 2014 Iditarod in Alaska.	TRUE	Fauxtography	2014-12-31
An unusual planetary alignment on 4 January 2015 will make people on Earth weigh less.	FALSE	Humor	2014-12-30
Singer Bobby Shmurda was stabbed to death at Rikers Island.	FALSE	Media Matters	2014-12-30
Life Savers candy was so named because its inventor’s daughter died from choking on a non-holed mint.	FALSE	Business	2014-12-28
Van Halen's standard performance contract contained a provision calling for them to be provided backstage with a bowl of M&Ms from which all the brown candies has been removed.	True	Entertainment	2017-01-19
Singer Eminem gave a real interview in the movie	FALSE	Media Matters	2014-12-28
Budweiser is ditching their famous Clydesdale ads in an effort to appeal to millennials.	FALSE	Business	2014-12-29
A DNA test confirmed Michael Jackson was the biological father of musician Bruno Mars.	FALSE	Media Matters	2014-12-30
Dr. Laura Schlessinger adopted ten pitbulls from a shelter and immediately had them euthanized.	FALSE	Media Matters	2014-12-28
A transgender teenage girl, Leelah Alcorn, committed suicide and left a note explaining why on her Tumblr.	TRUE	Sexuality	2014-12-31
A woman was arrested for trespassing for taking pictures of an airport tourist attraction from a publicly accessible area.	True	Crime	2014-12-28
Murder charges against former New England Patriots player Aaron Hernandez were dropped, and he will be returning to the Patriots for the 2015 NFL season.	FALSE	Media Matters	2014-12-23
NORAD annually tracks Santa's progress because a child trying to reach Santa via a newspaper advertisement called the wrong phone number.	True	Holidays	2012-12-23
NBA players protesting a lack of indictment in the Eric Garner case wore	FALSE	Fauxtography	2014-12-27
Kurt Sutter is making a	FALSE	Media Matters	2014-12-26
Michael Jordan said he doesn't care about kids dying over his shoes.	False	Media Matters	2014-12-16
Photographs show toys from Christmas drives for the needy that were exchanged at Walmart for tobacco and alcohol.	FALSE	Business	2014-12-24
A FedEx driver committed suicide after crashing and destroying hundreds of Christmas presents.	False	Media Matters	2014-12-19
Pope Francis told a boy grieving the loss of a pet dog that animals go to heaven.	FALSE	Quotes	2014-12-20
Photographs show two cute owlets sitting in a tree.	FALSE	Fauxtography	2014-12-21
Pedigree is recalling Jumbone brand dog treats due to a risk to canines.	FALSE	Critter Country	2014-12-23
The cremated ashes of Pringles’ creator were packaged and sold to customers.	FALSE	Food	2014-12-23
The Heartless Felons gang issued an order to kill all white police officers.	FALSE	Crime	2014-12-23
Facebook will soon make all private inbox messages publicly viewable to promote honesty among users.	FALSE	Media Matters	2014-12-18
The opening line of the Christmas carol "God Rest Ye Merry Gentlemen" means "God make you mighty, gentlemen."	False	Holidays	2013-12-05
Oprah Winfrey accused Bill Cosby of drugging her and trying to rape her.	FALSE	Media Matters	2014-12-20
Burger King is taking Timbits off of the Tim Hortons menu.	FALSE	Media Matters	2014-12-18
Radio host Dr. Laura Schlessinger stated during a broadcast that pit bulls in an animal shelter were  “taking up space” and that they should all be “put down.”	TRUE	Entertainment	2014-12-20
